web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
475026-5471,https://www.99acres.com/search/bengaluru,₹ 90.28 L,2 BHK Apartment in Whitefield,1170 sqft,Apartment,2 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,11 of 25,2,Semi-Furnished,https://images.property.com/img_764.jpg,https://images.property.com/img_664.jpg,https://images.property.com/img_531.jpg,https://images.property.com/img_205.jpg,https://images.property.com/img_446.jpg
136246-1338,https://www.nobroker.com/search/bengaluru,₹ 1.98 Cr,3 BHK Apartment in Hebbal,1803 sqft,Apartment,3 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,6 of 19,2,Semi-Furnished,https://images.property.com/img_188.jpg,https://images.property.com/img_831.jpg,https://images.property.com/img_554.jpg,https://images.property.com/img_598.jpg,https://images.property.com/img_807.jpg
968772-8920,https://www.nobroker.com/search/bengaluru,₹ 1.68 Cr,2 BHK Apartment in Indiranagar,1156 sqft,Apartment,2 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,7 of 27,2,Semi-Furnished,https://images.property.com/img_252.jpg,https://images.property.com/img_197.jpg,https://images.property.com/img_63.jpg,https://images.property.com/img_961.jpg,https://images.property.com/img_212.jpg
158177-5288,https://www.magicbricks.com/search/bengaluru,₹ 1.06 Cr,1 BHK Apartment in Indiranagar,677 sqft,Apartment,1 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 1 BHK property in Indiranagar with modern amenities.,6 of 28,2,Unfurnished,https://images.property.com/img_178.jpg,https://images.property.com/img_896.jpg,https://images.property.com/img_895.jpg,https://images.property.com/img_242.jpg,https://images.property.com/img_632.jpg
163593-9522,https://www.99acres.com/search/bengaluru,₹ 1.39 Cr,4 BHK Apartment in Electronic City,2472 sqft,Apartment,4 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,10 of 16,2,Fully Furnished,https://images.property.com/img_114.jpg,https://images.property.com/img_998.jpg,https://images.property.com/img_1.jpg,https://images.property.com/img_115.jpg,https://images.property.com/img_122.jpg
884628-3606,https://www.magicbricks.com/search/bengaluru,₹ 1.21 Cr,2 BHK Apartment in Hebbal,1250 sqft,Apartment,2 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,2 of 18,2,Fully Furnished,https://images.property.com/img_869.jpg,https://images.property.com/img_872.jpg,https://images.property.com/img_596.jpg,https://images.property.com/img_68.jpg,https://images.property.com/img_861.jpg
230949-1434,https://www.magicbricks.com/search/bengaluru,₹ 75.42 L,2 BHK Apartment in Whitefield,918 sqft,Apartment,2 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,7 of 30,1,Semi-Furnished,https://images.property.com/img_817.jpg,https://images.property.com/img_6.jpg,https://images.property.com/img_757.jpg,https://images.property.com/img_591.jpg,https://images.property.com/img_742.jpg
508248-2867,https://www.magicbricks.com/search/bengaluru,₹ 72.34 L,2 BHK Apartment in Electronic City,1360 sqft,Apartment,2 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 2 BHK property in Electronic City with modern amenities.,5 of 27,1,Semi-Furnished,https://images.property.com/img_934.jpg,https://images.property.com/img_100.jpg,https://images.property.com/img_407.jpg,https://images.property.com/img_22.jpg,https://images.property.com/img_63.jpg
444198-6431,https://www.magicbricks.com/search/bengaluru,₹ 1.50 Cr,3 BHK Apartment in Whitefield,2037 sqft,Apartment,3 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,11 of 18,4,Semi-Furnished,https://images.property.com/img_577.jpg,https://images.property.com/img_34.jpg,https://images.property.com/img_39.jpg,https://images.property.com/img_186.jpg,https://images.property.com/img_372.jpg
172211-2441,https://www.magicbricks.com/search/mumbai,₹ 7.64 Cr,3 BHK Apartment in Worli,1572 sqft,Apartment,3 BHK,Ready to Move,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,12 of 25,3,Unfurnished,https://images.property.com/img_71.jpg,https://images.property.com/img_243.jpg,https://images.property.com/img_760.jpg,https://images.property.com/img_569.jpg,https://images.property.com/img_197.jpg
765077-7294,https://www.nobroker.com/search/mumbai,₹ 2.70 Cr,4 BHK Apartment in Thane West,2236 sqft,Apartment,4 BHK,Under Construction,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,12 of 17,5,Semi-Furnished,https://images.property.com/img_474.jpg,https://images.property.com/img_872.jpg,https://images.property.com/img_439.jpg,https://images.property.com/img_666.jpg,https://images.property.com/img_432.jpg
581474-5513,https://www.99acres.com/search/bengaluru,₹ 2.89 Cr,3 BHK Apartment in Koramangala,1923 sqft,Apartment,3 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,10 of 23,2,Fully Furnished,https://images.property.com/img_281.jpg,https://images.property.com/img_502.jpg,https://images.property.com/img_753.jpg,https://images.property.com/img_611.jpg,https://images.property.com/img_679.jpg
632966-1090,https://www.99acres.com/search/bengaluru,₹ 2.24 Cr,4 BHK Apartment in Hebbal,2016 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,11 of 17,3,Unfurnished,https://images.property.com/img_500.jpg,https://images.property.com/img_479.jpg,https://images.property.com/img_938.jpg,https://images.property.com/img_472.jpg,https://images.property.com/img_315.jpg
128061-9347,https://www.nobroker.com/search/mumbai,₹ 99.17 L,1 BHK Apartment in Andheri East,472 sqft,Apartment,1 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,14 of 28,2,Semi-Furnished,https://images.property.com/img_262.jpg,https://images.property.com/img_305.jpg,https://images.property.com/img_709.jpg,https://images.property.com/img_11.jpg,https://images.property.com/img_754.jpg
683004-4018,https://www.housingcom.com/search/bengaluru,₹ 77.87 L,2 BHK Apartment in Whitefield,962 sqft,Apartment,2 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,15 of 20,1,Semi-Furnished,https://images.property.com/img_262.jpg,https://images.property.com/img_274.jpg,https://images.property.com/img_931.jpg,https://images.property.com/img_425.jpg,https://images.property.com/img_2.jpg
581373-4893,https://www.nobroker.com/search/mumbai,₹ 4.12 Cr,4 BHK Apartment in Andheri East,2028 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,14 of 24,3,Unfurnished,https://images.property.com/img_501.jpg,https://images.property.com/img_180.jpg,https://images.property.com/img_997.jpg,https://images.property.com/img_428.jpg,https://images.property.com/img_751.jpg
335056-8765,https://www.magicbricks.com/search/bengaluru,₹ 3.49 Cr,4 BHK Apartment in Indiranagar,2196 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,7 of 18,1,Unfurnished,https://images.property.com/img_854.jpg,https://images.property.com/img_399.jpg,https://images.property.com/img_678.jpg,https://images.property.com/img_36.jpg,https://images.property.com/img_171.jpg
226515-1814,https://www.99acres.com/search/bengaluru,₹ 84.57 L,2 BHK Apartment in Whitefield,994 sqft,Apartment,2 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,9 of 30,1,Semi-Furnished,https://images.property.com/img_283.jpg,https://images.property.com/img_169.jpg,https://images.property.com/img_806.jpg,https://images.property.com/img_128.jpg,https://images.property.com/img_345.jpg
671853-5244,https://www.99acres.com/search/mumbai,₹ 9.17 Cr,4 BHK Apartment in Worli,1800 sqft,Apartment,4 BHK,Ready to Move,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,2 of 15,2,Fully Furnished,https://images.property.com/img_571.jpg,https://images.property.com/img_892.jpg,https://images.property.com/img_142.jpg,https://images.property.com/img_434.jpg,https://images.property.com/img_691.jpg
527556-3293,https://www.magicbricks.com/search/mumbai,₹ 1.39 Cr,1 BHK Apartment in Andheri East,640 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,1 of 22,2,Semi-Furnished,https://images.property.com/img_801.jpg,https://images.property.com/img_610.jpg,https://images.property.com/img_792.jpg,https://images.property.com/img_961.jpg,https://images.property.com/img_320.jpg
381009-2819,https://www.magicbricks.com/search/mumbai,₹ 1.01 Cr,1 BHK Apartment in Andheri East,557 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,10 of 16,1,Semi-Furnished,https://images.property.com/img_206.jpg,https://images.property.com/img_223.jpg,https://images.property.com/img_732.jpg,https://images.property.com/img_165.jpg,https://images.property.com/img_251.jpg
193733-9090,https://www.magicbricks.com/search/mumbai,₹ 1.01 Cr,1 BHK Apartment in Andheri East,471 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,11 of 17,2,Semi-Furnished,https://images.property.com/img_219.jpg,https://images.property.com/img_19.jpg,https://images.property.com/img_627.jpg,https://images.property.com/img_205.jpg,https://images.property.com/img_901.jpg
237092-1134,https://www.99acres.com/search/bengaluru,₹ 2.59 Cr,4 BHK Apartment in HSR Layout,2520 sqft,Apartment,4 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,7 of 24,2,Unfurnished,https://images.property.com/img_723.jpg,https://images.property.com/img_193.jpg,https://images.property.com/img_164.jpg,https://images.property.com/img_666.jpg,https://images.property.com/img_970.jpg
131451-6366,https://www.housingcom.com/search/bengaluru,₹ 2.52 Cr,3 BHK Apartment in Indiranagar,1722 sqft,Apartment,3 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,15 of 20,3,Fully Furnished,https://images.property.com/img_606.jpg,https://images.property.com/img_738.jpg,https://images.property.com/img_407.jpg,https://images.property.com/img_308.jpg,https://images.property.com/img_381.jpg
748911-6896,https://www.housingcom.com/search/mumbai,₹ 1.07 Cr,1 BHK Apartment in Powai,470 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,12 of 16,1,Semi-Furnished,https://images.property.com/img_483.jpg,https://images.property.com/img_336.jpg,https://images.property.com/img_456.jpg,https://images.property.com/img_210.jpg,https://images.property.com/img_861.jpg
201421-7204,https://www.magicbricks.com/search/mumbai,₹ 1.57 Cr,2 BHK Apartment in Thane West,1282 sqft,Apartment,2 BHK,Under Construction,"Thane West, Mumbai",A beautiful 2 BHK property in Thane West with modern amenities.,1 of 18,2,Fully Furnished,https://images.property.com/img_755.jpg,https://images.property.com/img_620.jpg,https://images.property.com/img_226.jpg,https://images.property.com/img_256.jpg,https://images.property.com/img_408.jpg
111288-1695,https://www.99acres.com/search/bengaluru,₹ 1.12 Cr,3 BHK Apartment in Electronic City,1989 sqft,Apartment,3 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 3 BHK property in Electronic City with modern amenities.,15 of 24,1,Fully Furnished,https://images.property.com/img_513.jpg,https://images.property.com/img_473.jpg,https://images.property.com/img_225.jpg,https://images.property.com/img_922.jpg,https://images.property.com/img_540.jpg
344433-4291,https://www.nobroker.com/search/bengaluru,₹ 1.95 Cr,2 BHK Apartment in Indiranagar,1310 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,12 of 21,3,Fully Furnished,https://images.property.com/img_492.jpg,https://images.property.com/img_727.jpg,https://images.property.com/img_954.jpg,https://images.property.com/img_638.jpg,https://images.property.com/img_601.jpg
850983-5560,https://www.99acres.com/search/bengaluru,₹ 1.66 Cr,4 BHK Apartment in HSR Layout,2024 sqft,Apartment,4 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,9 of 17,3,Semi-Furnished,https://images.property.com/img_895.jpg,https://images.property.com/img_166.jpg,https://images.property.com/img_832.jpg,https://images.property.com/img_483.jpg,https://images.property.com/img_45.jpg
471396-2811,https://www.99acres.com/search/mumbai,₹ 12.78 Cr,4 BHK Apartment in Worli,2800 sqft,Apartment,4 BHK,Under Construction,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,13 of 16,3,Unfurnished,https://images.property.com/img_190.jpg,https://images.property.com/img_42.jpg,https://images.property.com/img_233.jpg,https://images.property.com/img_855.jpg,https://images.property.com/img_993.jpg
522701-8210,https://www.99acres.com/search/bengaluru,₹ 2.36 Cr,4 BHK Apartment in HSR Layout,2476 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,2 of 28,1,Semi-Furnished,https://images.property.com/img_601.jpg,https://images.property.com/img_135.jpg,https://images.property.com/img_336.jpg,https://images.property.com/img_308.jpg,https://images.property.com/img_913.jpg
105462-9893,https://www.housingcom.com/search/bengaluru,₹ 2.34 Cr,3 BHK Apartment in Indiranagar,1467 sqft,Apartment,3 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,4 of 27,2,Fully Furnished,https://images.property.com/img_144.jpg,https://images.property.com/img_551.jpg,https://images.property.com/img_902.jpg,https://images.property.com/img_417.jpg,https://images.property.com/img_405.jpg
524692-2195,https://www.magicbricks.com/search/bengaluru,₹ 85.94 L,2 BHK Apartment in Whitefield,1026 sqft,Apartment,2 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,2 of 16,3,Fully Furnished,https://images.property.com/img_507.jpg,https://images.property.com/img_97.jpg,https://images.property.com/img_424.jpg,https://images.property.com/img_864.jpg,https://images.property.com/img_919.jpg
764570-8390,https://www.magicbricks.com/search/bengaluru,₹ 56.72 L,1 BHK Apartment in Hebbal,586 sqft,Apartment,1 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,3 of 23,2,Semi-Furnished,https://images.property.com/img_954.jpg,https://images.property.com/img_320.jpg,https://images.property.com/img_882.jpg,https://images.property.com/img_847.jpg,https://images.property.com/img_629.jpg
